Date;AA;AIG;ATT;AXP;BA;CAT;CITI;DD;DIS;GE;GM;HD;HON;HP;IBM;INT;JNJ;JPM;KO;MCD;MMM;MO;MRK;MSFT;PFE;PG;UTX;VZ;WM;XON
09.ноя.05;26,08;66,22;23;49,11;64,44;53,71;46,32;41,33;25,15;33,43;24,35;40,57;35,36;28,09;82,63;24,68;60,36;37,1;41,6;32,66;75,21;72,24;28,9;26,79;21,95;55,43;52,13;30,1;48,05;57,2
10.ноя.05;26,15;67,04;23,28;49,63;65,82;54,3;47,23;41,88;25,44;34;23,24;41,49;35,54;28,13;83,78;25,12;60,75;37,69;41,94;33,23;76,29;72,94;29,33;26,92;22;55,79;52,46;30,38;48,89;56,15
11.ноя.05;26,55;67,09;23,34;50,22;65,08;54,48;47,49;42,11;25,59;34,15;24,2;41,66;35,86;28,37;84,34;25,01;60,26;37,63;42,17;33,8;76,65;73,27;29,33;27,11;22,22;55,79;53,03;30,63;48,85;56,22
14.ноя.05;26,48;67,35;23,34;50,68;65,95;55,04;47,73;41,92;25,74;33,9;23,47;42,32;36,19;28,06;84,15;25,25;59,86;37,5;41,99;33,93;76,73;73,02;29,52;27,2;22,04;55,35;53,13;30,6;49,15;56,35
15.ноя.05;26,13;66,53;23,28;50,7;66,72;55,5;47,16;41,96;25,79;33,9;22,35;42,15;36,15;27,98;85,32;24,96;62,15;37,11;41,88;33,31;77,16;72,82;29,32;27,41;21,68;55,43;52,99;30,07;48,63;56,13
16.ноя.05;26,2;66,18;23,21;49,85;67,16;56,33;47,19;41,51;25,58;34,04;21,05;41,98;36,49;28,13;86,32;24,79;62,57;37,19;41,56;32,8;76,02;72,33;29,08;27,65;21,17;56,02;53,37;30,34;48,73;56,88
17.ноя.05;26,32;66,92;23,55;49,28;67,37;57,06;47,43;41,88;25,72;34,16;22,37;42,26;36,23;28,85;86,67;24,99;62,66;37,3;41,29;33,19;76,37;70,28;28,92;27,88;21,15;56,56;53,55;30,93;49,09;57,08
18.ноя.05;26,27;67,02;23,76;49,68;66,67;56,87;47,9;42,06;24,93;35,23;23,78;42,19;36,18;29,25;87,55;25,18;62,2;37,4;41,62;33,09;77,26;69,74;29,71;27,98;21,39;56,86;53,34;30,93;49,35;57,94
21.ноя.05;26,58;67,48;23,75;50,67;68,71;57,3;48;42,52;24,79;35,68;23,31;42,03;36,45;29,13;87,07;25,13;61,64;37,2;41,57;33,07;78,31;70,1;29,76;28,06;21,53;57,05;53,6;30,99;49,47;59,06
22.ноя.05;26,57;68,21;24,14;51,52;68,81;58,34;48,4;42,76;24,68;35,54;23,01;42,13;36,74;29,2;87,77;26,04;61,26;37,57;41,76;32,99;77,79;71,57;29,8;27,82;21,18;56,55;54,16;31,09;50,05;59,34
23.ноя.05;26,76;68,91;24,05;52,16;69,15;57,6;48,82;42,43;24,7;35,42;23,25;42,25;36,76;29,23;88,58;26,51;61,32;38,14;42,06;33,71;77,64;71,86;30,09;27,83;21,43;56,42;54,19;31,07;50,42;59,55
25.ноя.05;27,2;68,71;24,14;52,38;68,77;57,54;49;42,76;24,79;35,68;22,6;42,17;36,72;29,58;88,58;26,68;61,8;38,22;42,21;33,46;77,83;71,92;30,25;27,67;21,46;56,69;54,1;31,2;50,34;59,79
28.ноя.05;27,47;68,08;24,44;52,6;68,34;57,04;48,78;42,72;24,76;35,46;22,96;41,4;36,22;29,81;88,89;26,73;62,05;38,26;42,19;33,95;77,71;71,35;28,87;27,66;21,38;56,52;53,88;31,39;49,85;58,43
29.ноя.05;27,74;67,91;24,41;51,89;68,84;56,69;48,57;43,04;24,82;35,41;22,74;41,85;36,58;29,81;88,88;26,65;61,65;38,32;42,74;33,93;77,86;71,42;29,32;27,59;21,27;57,09;53,97;31,37;48,86;58,03
30.ноя.05;27,28;66,99;24,28;51,19;67,9;57,37;48,04;42,36;24,67;35,2;21,65;41,63;36,34;29,52;88,68;26,55;61,4;37,62;42,38;33,85;77,99;71,25;29,08;27,59;21;56,6;53,64;31,2;48,41;57,72
01.дек.05;28,15;67,66;24,66;51,75;69,38;58,58;48,33;42,93;24,7;35,23;22,35;41,39;37,06;29,41;88,99;27,05;61,34;37,93;42,53;35,33;78,77;71,46;29,36;27,8;21,18;57,05;54,01;31,36;47,88;59,04
02.дек.05;27,97;67,14;24,43;51,38;69,15;58,39;48,25;42,77;24,62;34,99;21,83;41,52;35,87;29,08;88,43;27,3;60,87;38,35;42,51;34,91;78,9;71,77;29,64;27,92;21,1;56,77;54,78;31,09;47,82;58,76
05.дек.05;27,84;66,19;24,65;51,16;68,91;57,91;48,33;42,71;24,75;35,25;21,88;41,24;35,74;29,64;88,21;26,77;60,71;38,21;42,34;34,57;77,83;71,21;29,78;27,76;21,15;56,84;54,31;30,94;47;59,2
06.дек.05;28,11;66,32;24,56;51,27;69,28;58,38;48,37;43,08;25,25;35,28;22,14;41,26;35,92;29,47;88,92;26,54;60,13;38,21;42,23;35,16;77,21;70,9;29,8;27,6;20,94;56,82;54,76;30,97;47,48;59,37
07.дек.05;28,45;65,76;24,45;50,88;69,36;57,37;48,18;42,69;25,4;35,06;22,78;41,37;35,78;29,37;88,5;26,03;59,7;37,84;41,89;35,26;76,89;70,48;29,96;27,66;20,9;56,45;54,59;30,68;47,61;58,71
08.дек.05;28,29;65,71;24,22;50,42;69,78;56,93;47,99;42,6;25,05;34,84;21,75;41,07;35,46;29,08;87,28;25,58;59,74;38,01;41,58;34,82;76,46;70,36;29,36;27,6;20,78;56,42;55,09;30,47;47,56;59,11
09.дек.05;28,02;65,87;24,27;50,92;69,36;57,68;48,39;42,47;25,19;35,02;22,66;40,87;35,52;29,77;86,75;25,96;59,76;38,47;41,21;34,84;77,37;70,68;28,81;27,62;20,4;56,74;55,21;30,32;47,93;58,19
12.дек.05;27,94;65,63;24,23;50,8;69,9;57,62;48,17;42,47;25,15;35,04;22,79;41,17;35,86;29,9;85,74;26,49;59,81;38,5;40,85;34,47;76,63;70,98;28,1;27,36;20,74;56,33;55,34;29,97;48,53;58,55
13.дек.05;28,37;65,78;24,38;50,54;70,29;58,55;48,92;42,89;25,13;34,96;22,05;42,12;35,69;29;83,5;26,59;59,91;38,76;40,66;35,27;76,47;72,47;28,59;27,04;22,1;57,91;55,97;29,97;49,32;58,75
14.дек.05;28,35;65,84;24,24;51,23;71,15;58,33;49,11;42,79;25;35,25;22,19;42,33;37,3;29,54;82,92;26,5;59,77;38,9;40,79;35,5;77,06;72,17;28,88;27;22,63;59,01;56,87;29,79;49,51;59,54
15.дек.05;28,1;65,15;24,22;51,2;70,49;58,29;48,58;42,52;24,74;35,48;21,88;42,43;37,75;29,13;83,32;26,45;59,82;38,93;40,86;34,98;77;75;29,45;26,83;22,57;58,38;57,38;29,86;49,26;59,18
16.дек.05;28,1;65;24,32;51,69;70,45;59,22;48,85;42,11;24,7;35,54;21,64;42,35;37,68;28,85;83,16;26,26;60,52;39,13;40,91;34,75;76,61;75,69;29,68;26,81;22,36;57,51;57,81;29,75;49,27;57,75
19.дек.05;28,41;65,67;24,2;51,04;69,68;56,43;48,65;41,77;24,54;35,3;20,81;41,67;37,66;28,8;82,55;25,66;60,85;38,95;41,12;34,1;77,08;74,96;31,9;26,74;24,09;57,95;56,92;29,77;48,96;57,4
20.дек.05;28,17;65,27;24,02;51,52;70,44;56,34;48,69;41,57;24,27;35,03;19,62;41,3;37,94;28,78;82,27;25,69;60,44;38,95;40,92;34,15;76,94;74,45;31,64;26,77;23,77;57,61;57,2;29,79;48,6;57,62
21.дек.05;28,85;66,29;23,83;52,15;70,09;56,67;48,75;42,41;24,1;34,81;18,83;41,4;37,48;28,7;82,91;25,76;60,54;39,17;40,91;34,44;77,56;74,7;31,58;26,64;23,81;57,92;57,16;29,87;48,65;57,3
22.дек.05;29,19;67,75;23,95;52,06;71,02;58,03;48,67;42,5;24,19;35,16;18,43;41,28;38,1;28,83;83,01;25,85;60,97;39,39;40,98;34,58;78,15;75,22;31,66;26,5;23,83;58,18;57,63;29,94;48,6;56,8
23.дек.05;29,31;67,95;24;52,07;71,19;58,09;48,72;42,62;24,27;35,16;18,62;41,44;37,75;28,7;83,27;25,85;60,77;39,54;40,85;34,55;78,11;75,24;31,85;26,55;23,73;58,28;57,06;29,74;48,34;56,8
27.дек.05;29,11;67,8;24;51,04;70,23;57,48;48,14;42,63;24,14;34,8;18,77;40,87;37,27;28,67;82,78;25,34;59,96;39,44;40,67;34,1;76,89;74,34;31,59;26,37;23,4;58;56,54;29,7;47,73;55,57
28.дек.05;29,47;68,26;23,99;51,2;70,66;57,43;47,96;42,87;24,13;34,85;18,4;40,94;37,37;28,73;82,83;25,32;60,08;39,25;40,48;34,19;77,71;74,34;31,56;26,3;23,38;57,94;56,65;29,51;47,84;55,95
29.дек.05;29,51;68,94;23,99;50,88;70,88;57,73;48,07;42,63;24,17;34,93;18,79;40,59;37,39;28,67;82,19;24,95;59,91;39,2;40,31;34,14;77,8;74,29;32;26,18;23,23;57,82;56,12;29,53;47,48;55,94
30.дек.05;29,43;68,08;23,87;51,23;69,95;57,36;48,02;42,11;23,97;34,79;19,2;40,33;37,05;28,56;81,99;24,84;59,76;39,04;40,02;33,72;77,01;73,91;31,46;26,06;23,1;57,29;55,7;29,38;46,8;55,87
03.янв.06;29,76;69,46;24,08;52,34;70,14;57,39;48,77;42,67;24,4;35,11;18,69;41,09;37,26;28,7;81,85;25,45;61,28;39,53;40,6;33,52;78,61;74,17;32,39;26,75;23,55;58,18;56,32;29,64;46,23;58,16
04.янв.06;29,93;69,56;24,26;51,83;70,87;58,85;47,87;42,43;23,99;35,06;19,19;40,33;37,11;29,54;81,74;25,79;62,23;39,3;40,52;33,82;78,22;74,7;32,77;26,88;24,32;58,29;55,98;30,51;46,32;58,26
05.янв.06;30,17;69,65;24,31;52,38;70,04;58,85;48,11;42,35;24,41;34,97;20,29;39,94;37,09;29,33;82,29;26,15;61,97;39,42;40,72;33,86;77,5;74,51;32,82;26,9;24,35;58,1;55,77;30,86;45,69;57,97
06.янв.06;30,07;69,95;24,62;52,56;69,06;60,02;48,11;42,53;24,74;35,21;20,56;40,24;37,67;30,17;84,74;26,19;62,25;39,7;41,11;34,06;78,14;75,13;32,76;26,82;24,61;58,04;55,95;30,98;45,88;59,12
09.янв.06;30,42;69,62;24,71;53,87;68,48;61,11;47,88;42,28;25;35,12;22,16;40,67;37,36;30,55;83,52;26,35;62,64;40,34;41,31;34,71;78,52;75,35;33,29;26,77;24,61;58,47;56,59;31,11;45,71;59,09
10.янв.06;29,46;70,24;24,56;53,71;68,81;60,86;48,03;42,16;25,32;34,93;21,81;41,65;37,3;30,71;83,86;26;62,74;40,4;41,35;34,74;78,04;75,26;32,97;26,91;24,21;58,25;56,62;31,24;45,86;59,54
11.янв.06;29,06;70,67;24,76;53,42;69,81;60,89;48,46;40,77;25,56;35,17;21,61;42,8;37,32;31,26;83,96;26,02;62,15;40,37;41,37;35,34;77,88;75,64;33,1;27,2;24,51;58,45;55,77;31,61;46,57;59,95
12.янв.06;28,67;70,1;24,65;53,43;69,4;61,77;48,51;39,87;25,64;34,74;20,72;42,4;36,88;30,94;83,36;25,85;61,86;39,63;41,14;34,79;77,21;75,52;33,12;27,05;24,35;57,81;55,25;31,73;45,74;59,32
13.янв.06;28,81;69,89;24,68;53,32;69,19;61,89;48,4;39,71;25,7;34,84;20,14;41,76;36,96;31,82;82,96;25,67;61,47;39,6;41,01;34,47;77,01;75,61;33,11;27,1;24,43;58,3;55,45;31,8;45,4;60,65
17.янв.06;28,98;68,88;24,53;52,84;68,4;62,51;47,92;39,59;25,38;34,68;19,59;41,42;36,66;31,58;82,79;25,4;60,93;39,39;40,73;34,59;76,61;74,98;32,85;26,9;24,05;58,05;55,77;31,11;44,95;61,21
18.янв.06;28,81;68,45;24,51;52,65;68,04;61,67;47,85;39,37;25,2;34,56;19,91;41,75;36,82;31,59;83,59;22,49;61,84;38,96;40,52;34,99;76,69;75,05;32,67;26,74;23,77;58,35;55,43;30,78;45,18;60,36
19.янв.06;29,35;67,95;24,59;52,47;67,88;62,31;47,43;39,53;26,24;34,42;20,03;41,13;36,99;32,16;82,88;22,29;61,82;38,74;40,63;35,2;76,43;74,74;32,96;26,93;24,73;58,19;55,77;31,05;45,8;61,17
20.янв.06;28,66;66,56;24,41;51,28;66,22;60,59;45,21;39,16;25,72;33,12;19,82;40,03;35,65;31,66;81,16;21,66;60,46;37,74;39,8;35,86;74,77;74,03;32,89;26,32;24,47;57,52;54,8;30,58;45;60,21
23.янв.06;29,04;66,46;24,15;51,32;66,74;60,85;45,51;39,19;25,52;33,04;21,6;39,55;35,86;31,26;81,21;21,25;60,85;37,96;40,21;35,71;75,22;73,91;32,47;26,26;24,65;57,32;54,26;30,64;45,25;60,88
24.янв.06;29,17;66,39;24,36;52,7;67,38;61,16;45,52;38,9;25,99;32,72;22,79;40,3;36,34;31,29;80,65;21,18;59,03;37,8;40,6;35,85;73,73;73,41;32,42;26,19;24,36;57,55;56,24;30,53;45,72;60,64
25.янв.06;29,6;65,66;24,9;52,78;66,63;61,87;45,74;38,85;25,44;32,52;23,58;39,84;35,87;32,03;80,71;21,11;58,17;38,17;40,84;35,16;72,54;73,05;32,83;26,31;24,59;58,15;56,78;31,01;45,97;59,89
26.янв.06;30,63;66,29;25,2;53,2;68,43;64,96;46,51;39,45;25,08;32,77;22,79;40,26;37,21;31,52;80,52;21,39;58,31;39,27;41,18;34,94;72,24;72,95;33,58;26,41;24,81;58,5;57,3;31,31;46,32;59,63
27.янв.06;31,15;66,5;25,57;53,18;68,27;67,32;46,37;39,47;25,08;32,71;23,53;39,86;37,61;31,21;80,82;21,57;58,38;39,43;41,67;35,05;72,19;73,92;34,32;27,7;25,74;59,41;58,53;31,76;45,84;60,97
30.янв.06;30,38;65,92;25,73;52,56;68,74;66,8;46,32;38,98;25,46;32,69;24,06;39,86;37,82;31,2;81,43;21,55;58,07;39,53;41,45;35,02;72,19;73,11;34,08;27,91;25,69;58,81;58,14;31,52;46,41;62,78
31.янв.06;31,35;65,31;25,63;52,33;68,02;67,69;46,09;38,79;25,31;32,51;23,79;40,4;38,21;31,1;81,1;21,16;57,22;39,43;41,08;35,01;72,29;71,56;34,12;28,05;25,44;58,9;58,15;31,29;46,11;62,42
01.фев.06;31,11;66,12;26,22;52,5;71,32;69,02;45,84;39,13;25,27;32,89;24,22;40,09;39,13;31,15;81,73;21,45;57,53;39,56;41,2;35,67;72,73;72,7;34,28;27,95;25,8;59,49;57,78;31,43;46,14;61,62
02.фев.06;30,65;65,32;26,19;52,44;71,4;68,17;45,18;38,54;25,1;32,66;23,33;39,82;38,32;30,84;81,03;21,1;57,33;39,67;40,93;35,45;71,7;71,25;33,45;27,59;25,53;59,32;57,53;31,17;46,28;61,62
03.фев.06;30,58;65,2;26,46;52,21;70,57;67,91;45,06;38,55;25,01;32,61;22,89;39,68;39,02;30,49;79,77;20,74;57,06;39,21;40,58;35,97;70,65;70,92;34,02;27,45;25,04;59,35;56,96;31,24;45,49;61,07
06.фев.06;32,03;65,86;26,72;52,1;70,84;68,48;45,17;38,53;24,96;32,51;23,07;39,35;39,22;30,2;79,31;20,61;56,53;39,12;40,64;36,13;70,72;70,61;33,46;27,08;24,85;59,46;56,87;31,18;45,08;61,64
07.фев.06;30,87;65,65;26,59;51,95;71,25;66,95;45,05;38,82;26,7;32,07;22,55;38,59;38,94;30,3;79,65;20,67;56,48;38,94;40,73;36,19;70,21;70,28;33,32;26,85;24,94;58,99;56,67;31,13;44,74;60,23
08.фев.06;31,18;66,23;26,8;52,61;71,76;68,59;45,36;39,19;26,9;32,5;21,74;39,13;38,81;31,93;80,8;20,67;58,27;39,28;40,93;36,36;70,55;70,58;33,92;26,82;26,37;59,14;56,51;32,21;45,4;60,39
09.фев.06;31,07;66,97;26,8;52,92;72,01;68,23;45,79;39,83;26,72;32,68;21,89;38,91;39,31;31,52;80,4;21;58,22;39,45;40,7;36,3;71,67;71,04;33,97;26,57;26,34;59,29;56,5;32,28;45,7;59,92
10.фев.06;30,86;67,75;27,14;52,88;72,53;68,53;45,96;40,32;26,68;33,03;21,62;39,08;39,42;31,43;81,33;21,29;58,06;39,6;40,86;36,33;72,15;71,09;33,94;26,6;25,68;59,37;56,91;32,79;45,75;59,43
13.фев.06;30,24;67,79;27,31;52,9;72,11;68,4;45,68;40,15;26,41;33;21,75;39,56;39,85;31,66;80,44;21,13;58,17;39,45;40,44;36,36;72,45;70,48;33,94;26,3;25,58;59,11;57,12;32,55;45,51;59,6
14.фев.06;31,37;68,24;27,94;53,39;72,71;70;46,12;40,99;26,75;33,21;21,92;40,98;40,29;32,41;81,09;21,37;58,72;39,77;41,04;36,37;73,24;71,8;34,29;26,56;25,5;59,51;57,91;33,13;46,45;59,55
15.фев.06;30,89;68,14;27,97;54,07;72,45;71,37;46,25;40,92;26,88;33,21;21,98;41,38;40,62;31,59;80,85;21,35;58,77;39,99;41,04;36,01;72,67;72,59;34,91;26,88;25,61;59,78;58,13;33,75;46,89;59,76
16.фев.06;30,37;68,03;28,1;54,36;72,55;71,73;46,44;41,52;27,05;33,1;22,28;41,71;41,36;33,94;80,91;21,35;58,65;40,49;41,29;36,37;72,59;72,41;35,59;26,81;25,81;60,39;58,2;34,14;46,63;60,25
17.фев.06;30,38;67,27;27,93;54,33;72,96;71,82;46,24;41,51;26,91;33,36;21,92;41,71;41,95;33,99;80,71;20,61;58,74;40,45;41,49;36,06;73,31;72,08;35,66;26,7;25,82;60,66;58;34,37;46,1;60,55
21.фев.06;30,2;67,11;27,8;53,74;73,05;72,36;46,17;41,66;27,16;33,11;21,41;41,72;41,2;32,43;80,5;20,62;58,81;40,37;41,55;35,66;72,74;71,42;35,2;26,54;25,64;60,54;58,83;33,95;45,74;60,76
22.фев.06;30,3;67,76;27,9;54,72;74,39;72,83;46,88;40,89;27,46;33,39;21,19;41,73;41,8;32,86;81,35;20,15;58,7;41,07;41,78;35,95;72,98;72,59;35,53;26,72;26,19;61,6;58,88;33,59;45,48;60,26
23.фев.06;30,09;67,05;27,6;54,45;73,9;72,12;46,8;40,57;27,71;33,26;20,59;41,43;41,43;32,29;80,2;20,29;58,26;40,78;41,73;35,59;73,65;72,59;35,02;26,66;26,14;61,14;58,55;33,52;45,7;59,83
24.фев.06;30,16;66,82;27,23;54,75;74,31;72,47;46,85;40,32;27,98;33,14;19,99;41,48;41,48;31,94;80,1;20,36;57,76;41,32;41,92;35,34;73,91;71,67;34,72;26,63;26,37;61,16;58,89;33,41;45,45;60,42
27.фев.06;29,56;66,96;27,43;54,62;74,13;73,27;46,78;40,05;28,38;33,32;20,11;42,3;41,57;33,33;80,63;20,52;57,91;41,24;42,22;35,25;73,69;71,93;34,97;27,05;26,6;61,01;58,76;33,66;45,76;59,92
28.фев.06;29,32;66,21;27,25;53,76;72,69;72,85;46,37;40,24;27,99;32,87;20,31;42;40,95;32,73;80,24;20,6;57,65;40,81;41,67;34,91;73,59;71,12;34,48;26,87;26,19;59,6;58,5;33,3;45,36;59,37
01.мар.06;29,55;66,22;27,74;54;72,95;74,15;46,53;40,61;28,09;32,76;19,9;42,44;41,27;33,97;79,9;20,8;57,66;41,29;42;34,93;73,67;71,27;34,58;27,14;26,26;59,78;58,7;33,8;45,15;60,34
02.мар.06;29,9;65,8;27,93;53,66;72,8;74,1;46,05;41,04;28,03;32,85;19,41;42,14;41,48;34,11;79,94;20,49;57,69;41,32;41,61;34,94;73,05;70,83;34,74;26,97;26,06;59,22;58,29;33,6;45,06;60,85
03.мар.06;30,4;65,48;27,65;53,63;73,39;74,37;45,92;41;28,22;33,06;19,21;42,05;41,72;33,18;79,96;20,32;57,47;41,25;41,5;34,85;72,88;71,33;34,81;26,93;26,34;59,34;57,86;33,19;45,33;60,98
06.мар.06;29,8;66,01;26,69;53,63;72,63;72,99;46,09;40,55;27,88;33,1;19,81;41,65;40,86;32,78;80;20,3;57,85;41,09;41,65;34,67;71,95;70,73;34,58;26,91;25,98;59,34;57,72;33,33;45,12;59,98
07.мар.06;29,2;66,49;26,2;53,47;73,16;72,81;46,4;40,86;28,01;33,15;20,29;41,37;41,38;32,88;80,29;20,06;58,22;41,14;41,5;34,64;72,27;71,01;34,52;27,06;26,19;59,97;57,75;33,12;45,27;59,85
08.мар.06;28,78;66,96;26,46;53,72;72,82;72,17;46,68;40,56;28,05;33,43;20,42;41,16;41,5;32,6;81,14;20,01;58,74;41,26;41,92;34,68;72,38;71,86;34,68;27,25;26,17;60,73;57,84;33,05;45,27;59,71
09.мар.06;28,81;66,59;26,62;53,08;73,76;71,17;46,49;40,31;28,09;33,2;21,34;40,64;41,27;32,68;81,02;19,75;58,31;40,72;42,09;34,53;71,8;72,04;34,51;27;26,19;61,06;57,4;33,19;45,24;58,92
10.мар.06;29,23;67,65;26,9;54,11;74,79;70,73;46,99;40,9;28,16;33,65;21,64;41,25;42,14;32,91;81,57;19,85;59,04;40,8;42,46;34,65;72,32;73,06;34,76;27,17;26,08;61,91;57,82;33,79;45,33;59,18
13.мар.06;29,09;68,07;26,79;53,72;74,84;70,78;46,84;41,51;28,56;33,67;21,37;41,25;41,67;33,22;81,93;19,73;59,08;40,73;42,49;34,32;72,09;73,5;35,2;27,11;25,97;61,64;58;33,92;45,27;59,64
14.мар.06;29,6;68,61;26,98;53,84;75,45;71,71;47,18;41,92;28,66;33,78;21,14;42,14;42,35;33,4;82,88;19,76;59,29;41,04;42,79;34,26;73,53;74,46;35,1;27,23;25,97;59,68;58,31;33,99;45,54;60,81
15.мар.06;29,9;68,66;26,97;53,9;76,05;74,05;47,01;42,87;28,75;34,42;21,5;42,26;42,85;33,89;83,38;19,92;59,8;40,89;42,73;34,77;74;73,87;35,16;27,36;25,95;59,57;57,93;33,99;45,32;61,02
16.мар.06;30,23;69,24;26,78;54;76,73;74,66;47,32;42,64;28,68;34,38;22,22;42,75;42,59;33,86;82,87;19,65;60,02;40,98;42,69;35,06;74,89;73,9;35,28;27,27;26,05;59,06;58,23;34,11;46,36;61,64
17.мар.06;30,11;68,82;26,67;54,53;77,85;75,99;47,41;42,56;28,64;34,51;21,13;42,9;42,76;34,16;83,3;19,54;60,34;41,06;42,79;35,1;74,79;73,55;35,64;27,5;26,39;58,77;58,8;34,01;46,69;61,05
20.мар.06;29,8;68,41;26,49;54;78,18;75,61;47,4;42,75;28,64;34,5;20,85;42,85;42,57;33,96;83,58;19,62;60,48;41,11;42,89;34,73;75;73,59;35,66;27,89;26,47;58,85;58,7;33,82;47,76;60,66
21.мар.06;29,14;67,33;26,39;53,47;78,26;74,07;47,22;42,86;28,1;34,34;22;43;42,27;33,54;83,81;19,78;60,57;40,87;42,75;34,9;74,93;72,46;35,89;27,74;26,31;58,7;58,44;33,95;48,11;60,72
22.мар.06;29,36;67,89;26,59;53,43;78,61;75,97;47,67;43,16;27,79;34,53;22,01;43,37;42,66;33,36;84,45;19,98;61;41,71;42,77;34,8;76,07;73,29;36,23;27,15;26,4;59,16;59,13;34,4;48,1;61,05
23.мар.06;29,52;67,16;26,67;52,98;77,9;76,02;47,77;42,97;27,52;34,12;22;43,81;42,52;33;83,2;19,7;60,81;41,7;42,41;34,54;76,77;72,75;36,2;26,85;26,16;58,33;58,75;34,31;48,54;61,25
24.мар.06;29,83;67,43;27,03;53,06;78,73;75,26;47,81;42,55;27,45;33,95;22,65;43,12;42,45;33,17;83,36;19,6;60,39;41,76;42,66;34,7;76,8;72,94;36,05;27,01;26,02;58,42;59,28;34,56;48,19;61,17
27.мар.06;30,33;67,15;26,97;53,24;78,39;75,14;47,64;42,56;27,34;33,79;22,93;42,99;42;33,11;83,08;19,75;59,94;41,77;42,39;34,55;76,84;72,05;36,02;27,01;25,81;57,97;59,22;34,52;47,95;61,29
28.мар.06;30,17;66,03;26,69;52,45;77,51;74,63;47,6;42,39;27,09;33,6;22,75;42,99;41,91;32,07;82,43;19,58;59,6;41,22;42,16;34,31;76,3;72,03;35,65;26,9;25,35;57,21;58,28;34,14;47,75;60,95
29.мар.06;30,71;66,18;26,92;52,38;79,18;73,44;47,63;42,48;27,86;33,93;22,15;42,91;42,27;32,72;83,13;19,82;59,51;41,34;42,16;34,6;77,56;72,82;35,8;27,02;25,24;57,42;58,31;34,61;48,05;61,28
30.мар.06;30,72;66,07;26,69;52,01;78,42;72,17;47,28;42,51;27,87;34,65;21,06;42,38;42,34;32,57;83,2;19,7;59,35;41,19;42,12;34,55;76,52;71,72;35,61;27,23;25,2;57,31;58,02;34,08;47,66;61,12
31.мар.06;30,56;66,09;26,71;52,43;77,93;71,58;47,23;42,21;27,89;34,78;21,27;42,3;42,77;32,9;82,47;19,46;59,22;41,3;41,87;34,36;75,69;70,86;35,23;27,21;24,92;57,31;57,97;33,66;47,24;60,86
03.апр.06;30,9;65,67;26,62;52,31;78,01;73,27;47,41;42,83;27,94;34,69;20,14;42,38;42,39;33,53;83,06;19,35;59,17;41,59;41,87;34,73;75,84;71,31;35,41;27,56;25,12;57,56;58,18;34,02;46,77;61,03
04.апр.06;30,86;66,07;26,79;53,11;78,6;75,06;48,21;42,94;27,91;34,7;19,54;42,55;43,11;33,69;83,45;19,3;58,82;42,27;42,08;34,66;77;71,08;35,48;27,64;25,1;57,68;58,15;34,19;46,5;61,75
05.апр.06;31,67;65,95;26,76;52,9;79,11;75,56;48,26;43,12;27,79;34,42;19,91;42,65;42,99;34,36;84,17;19,48;58,4;42,54;41,95;34,81;77,46;71,18;35,99;27,74;25,17;57,3;58,23;34,03;46,87;62,16
06.апр.06;32,16;65,44;26,45;52,27;79,82;75,41;47,85;43,2;27,68;34,51;19,55;42,14;42,85;34,1;83,81;19,38;58,5;42,29;41,69;34,6;81,38;70,46;34,84;27,56;25,09;57,18;58,23;33,68;46,56;62,09
07.апр.06;32,5;64,38;26,16;51,7;79,57;74,68;47,66;42,7;27,53;34,03;19,51;42,1;42,4;33,37;82,48;19,24;57,83;41,7;41,35;34,88;81,03;69,75;34,47;27,25;24,69;56,96;57,62;33,79;46,02;61,33
10.апр.06;32,83;64,19;26,03;51,85;80,79;75,21;47,93;42,97;27,79;33,92;19,4;41,8;42,63;33,1;82,1;19,36;57,71;41,88;41,48;35,35;80,98;70,04;34,42;27,29;24,65;56,83;57,68;33,48;45,7;61,94
11.апр.06;34,09;63,39;25,78;51,25;80,57;76,42;47,47;43,03;27,77;34,05;19,22;41,43;41,89;32,54;81,16;19,16;57,75;41,61;41,29;35,55;80,79;69,32;34,06;27,13;24,35;56,18;57,41;32,74;45,5;62
12.апр.06;34,09;63,39;25,62;51,19;83,21;77,59;47,6;43,11;27,92;34,46;20,03;40,99;42,46;32,33;80,75;19,12;57,87;41,9;41,15;35,19;81,1;69,59;33,85;27,2;24,42;56,11;57,44;33,02;45,9;61,46
13.апр.06;33,71;63,4;25,58;51,21;82,93;76,7;48,05;43,3;27,88;33,89;20,4;41,12;43,41;32,62;81,98;19,45;57,91;42,19;41,26;34,85;80,97;69;33,94;27,07;24,5;56,29;57,14;32,81;45,77;61,56
17.апр.06;34;62,92;25,43;51;82,35;76,21;48,35;42,97;27,65;33,29;20,04;40,38;42,88;32,03;81,64;19,19;57,65;42;41,04;34,32;80,26;68,68;33,8;26,84;24,44;55,72;57,5;32,47;45,82;62,05
18.апр.06;35,16;63,48;25,94;52,3;83,3;78,66;48,48;43,67;28,09;33,87;20,58;41,32;44,16;33,48;83,31;19,39;58,13;42,6;41,3;34,48;81,59;69,44;34,48;27,22;24,93;55,85;58,9;33,2;46,4;63,54
